video_id,labels
HPIGRBQT,"40,78"
PHQPSVEI,"40,33"
CSHCFVOG,"94,102"
OKCFZSOB,78
PSHJQEUL,"68,112"
EVPLSNQN,"2,102,15"
HOQMEMRN,"104,133,102"
NLAGUYUQ,78
IAMYHUUK,"78,15"
RIYWNTKX,"104,48,40"
GYHDWVEI,"2,48,52"
MPCEEHAQ,"102,110,15"
MVFMNWBO,"40,67"
RXBWPLZD,40
TLHREXGD,100
WTMDTBQT,16
UPOWVPTK,"2,68,15"
AXXEPPKK,"38,104,102,84,67,68,133,46"
IXZRVVMP,15
KEDNTGCS,"3,102,1,97,118,68,96"
UULRLRLL,"96,42,120,1"
KGPTYNOT,123
JEJAOPNE,78
AHXESVEI,"104,48,52,102,2,40,133"
SUJMYBOE,102
TWYJYPKK,"38,90"
IGVLBUPH,115
OMOIEYUQ,"105,40"
UNLOHCIN,"48,52,8,12"
XQWAJPTK,"2,68,102,15"
MZJRWGQD,"68,75"
IABLQKOU,"133,102"
IICFDVEI,"104,68"
TGVMELDC,68
IEAYFJVY,"128,40,69,102"
SVQMEXRE,"52,102,2,103,68"
QYSRRBQT,100
WLQUIJBD,128
UOIFBMYV,68
RBFIWCND,"40,7"
MPLEOSEB,15
DITWUPTK,"2,68,15"
QSEVDQWI,123
IELJZDXI,58
UJJIGLZD,52
XQXMHIBW,"49,102"
XALJCRAM,"68,102"
WPMDYPDI,123
DRQHYKGZ,68
KUZVONXN,123
QGLSGLHH,68
PMGLLZQJ,40
ALSLJZQJ,139
VIBLSVMP,68
FRURRFPE,68
ACBAMGHA,"2,133,15"
GLBFOZQJ,"5,8"
GUUKFPTK,"2,68,15"
GRDJJTHG,"16,100"
NFCEUTFT,"38,26,47,96,27"
YVTDIRHW,129
LCJCXLQI,133
AQKVYDCC,102
RNNJQNQN,102
DRIEVVTI,"2,48,32,104"
BCJZJPTK,"2,68,15"
YLZKJADM,"27,78"
HNBUANPL,"52,15"
ZPWXTBQT,2
WSNKDFGA,123
YOSHMUDI,"2,68"
UUGCDSEB,15
EGPAFBQT,102
EHRPTLDC,"68,78"
VJABWLKY,16
JSTSNAOX,121
DZROFPKK,"38,104,90,68,133"
OBTSLTHG,"2,68"
WEXCCFFP,40
PDQBVLSQ,"48,40,102"
MDLXIEOD,"68,52"
RYPDFXER,78
CGZNNOIM,78
ILARAHPH,40
GNVWVCEI,"68,47"
TZJAOYES,133
NHJWSPKK,"38,104,68,133"
TFQQAGBP,68
MBYWAFJO,78
GSVFTPDI,123
NSMSSXYT,"104,48,116,99,74"
YDQXTUIV,123
WBVPGDAL,"68,123,102"
HQWHMXGD,"133,65"
AWXLSMHZ,102
SRZDRVKA,100
ZAVGCTFT,"38,102,26,90,47,133,27"
ZSKSWDGW,"104,133"
IBOJVUDX,133
SPRAESBA,"49,48,133"
ZUYBNPTD,68
XKHGJVKA,80
WLKIJIYC,"7,8"
GSWNUSOB,78
HITMUBQT,40
EIKNZNQN,"102,15"
AHUCRZQJ,68
RWHWLNPL,"49,15"
GFZNQFIO,"52,69"
HMJJBKTR,"68,94"
XNDODWMK,68
QPLMBTLI,102
IFAGBQFB,133
GHLHZJBD,128
LJHMODAL,102
DNNFJMRN,"102,90,2,103,68,133,100"
DMKAQTHG,"133,45"
ULJWGDAL,"104,123,102,5,13"
CEEHDXGD,16
IVXJNJYD,68
IJDGMSEB,"102,15"
CAMDFVMP,102
BXCYLIFB,68
UPJYVZJZ,"2,102"
OGEGLMRN,"102,2,68,40,133"
RTEMEBQT,102
JKNFBZQJ,"52,69"
FHMXUZQJ,"133,102,67"
JPMDJBQT,"2,68"
ENFMUMRN,"48,133"
NJSYGMRN,68
ESYJASEB,"102,15"
KUIXCDAL,"104,123,5,128,67,32,40,7,13"
HOFKHPKK,"2,68,102,90"
GPOBOCPZ,68
FFKNZNQN,"102,15"
PUFIFUPH,123
KHUOTGCS,"3,68"
XRISYUPH,"133,13"
SPAULGHA,"15,67"
QKXXUSOB,68
CPQNUKEW,30
UXSGINCR,"102,15"
XVUEQLDC,68
ENAAGMME,76
RRBGRMVW,"58,104,102,2,128,10,118,68,78"
UJNVRLHH,67
OVRARRAC,133
JKVMCJBD,"128,102"
AABKMGHE,78
JTCUDPTK,102
JNUFLACP,138
FPYHLVEI,"133,90"
ZFQOXRAC,"133,100,67"
TMNKLKGZ,"123,37"
QHOFWJKU,52
TPDVFLHH,68
XZOMUKOU,"105,102,15,40,67,13"
QYLCNFGA,123
FOYTIPTK,"68,15"
NIBHHMME,"48,69"
EVDITKOU,"102,15"
HCDJRXGD,100
MYEKZVEI,"68,40,90"
WRKZWFFP,68
FWWLCCVX,48
LDYERDMX,102
LENDATUB,"16,68"
LEYAHHGA,"133,78,116,102"
UBWOETHG,"133,102"
LVLXSUDI,"2,68,15"
MHBEUFFP,102
PTVXDTFT,"38,26,47,96,27"
QPSTBFPE,68
SBBONFFP,"26,47"
QYVEHSOB,68
SSKVHXMC,102
LGTEJAHW,58
RDJSVIFB,68
JRPBLUNV,68
IFOTZMWW,15
LEXKSTFT,"38,26,27,102"
UEQKUDQX,9
QAVFQNSU,"133,100"
QTDIXWBO,"40,52"
GGDASAFG,"68,122"
DDRFKZQJ,"2,52"
DHTTSHVR,78
ZWZYTWRZ,133
DTTPAXGD,52
QPMVMPDI,123
DBRUBUDX,"2,133"
BBCXMFUP,78
MXJMXFGA,"81,48,78"
OBOFOJIR,52
TGFGDMYV,68
BKZWQUUK,"2,15"
GRUCDFGA,100
RFVODHDU,"13,102"
PUTPRPLS,"68,133,102"
JVNKJDCC,"133,102,67"
OTPROTKX,102
PJWDFXGD,100
LKIJZFGA,"81,48,78,102"
HLQEEPKL,69
HOUYBVEI,90
EWYIJQWI,"104,103"
TXYRIVMS,"104,40"
GRLLPKJZ,"114,52,78"
CAEIDVTI,"2,123,102"
EJJQPUPH,51
FODWUGHE,71
OJJFUVMP,133
QTFJSUXR,"58,40,78"
PQTHDFGA,"52,133"
NEODAMHZ,"68,102"
ACUXTFPE,"1,78"
YSFDXTHG,45
YLGLYZJZ,"2,52"
ZRFMPPIF,"1,102,100,51"
UVHERUPH,"103,102"
VGIJTBQT,16
ELUWFGQD,2
MPNZGXGD,40
RNTADDFS,68
PBMKYAHK,78
KONSRDFC,58
QKYDCEOD,"68,52,69,102"
TYJHGLWC,"68,133"
LFXSRBQT,"52,102"
AGIQNEWB,"68,133"
BLUIEDSN,"14,100"
DAGJEMCW,45
ZQFQXNPL,"128,15"
PJROGCND,"40,7"
JUIUWPKK,"38,104,90,68,133"
NHPGMAMC,"133,100"
NRFOPVKA,15
XHCXTDSN,57
OZWAGDMX,102
XLVXGADX,16
YFPIFFFP,"104,121,123"
FUCGPNQN,"2,68,49,15"
QVKMNNCR,68
AUURQLSQ,"2,68,40,102"
ZBNPGMWW,15
HEJGVWZS,49
AKVVCPTK,"2,68,15"
SKAFCEUL,"2,78"
KMXTSIQR,"26,1,51,78,100"
AXBVDKOU,"102,15"
TNENIDHC,"52,78"
QSRCBIFB,68
RESWGICC,"68,133"
WQUGIVTI,123
BGSFNCIW,"68,1"
MRRHFSVW,43
QTEVYVEI,"104,102,2,33,68,40,100"
LWBONLSQ,"2,68,40"
NEHROXGD,40
BVMEMSBA,102
UQEMUWMK,"102,78"
RMMACKRF,68
MDXEIESP,102
APWGDRHW,40
JRNMAXGD,55
SSDNVXRE,"2,68,52,102"
FLDPLELW,68
RMABWQTX,"40,7"
WPUHFLSQ,102
HRVITNQN,"102,15"
CEFJGNXN,102
CTEPAFGA,"69,133"
BOJSIMVW,"102,2,128,10,118,68,78"
HJVRJVEI,"104,2,33,40,100"
MWOSWFPE,"68,78"
ZDQKGNPL,"48,15"
UOYFQHVR,"7,8"
DSDTULZD,"68,78"
OYCFTJKU,52
BCHTNXQD,25
ZVEHJFUP,68
QVOPOXDO,"29,1"
GDKYQCEI,78
ZAKHHVKA,"102,2,128,133,100"
IQPPIZQJ,2
DPRZDDAL,133
SVGIODGW,"2,69,102"
TJSGJEOD,68
VSRIPFPE,68
IBZSAPAB,123
ILAPVPKK,"102,90"
IPMBGVOG,68
IJNLLFUP,"102,112"
YRXENRAC,"16,102,67"
JRRAKPKK,"38,104,90,68,133"
VFEETYSZ,47
JZBWKXMC,68
HAAZRZIE,"52,102"
CUWYXCNX,"8,45"
SVRZZXYT,70
QFGNNLSQ,8
UZHVZNPO,128
BGMZVTKX,40
LICDKPTK,"2,68,102,15"
EKQSLIKV,78
UVXXANPL,102
FDZSKCKR,"40,15"
KAIFIRAC,67
ISYGETHG,2
FBDCWPTK,"2,68,15"
XQJPVBXG,"48,102,2,133,15,40,67"
KFUEHFXO,"102,15"
AHKLQIKV,87
CGVTXBCH,102
IJRVRWBC,100
SHTYNFUP,"2,78"
PFHEFPKK,"68,133"
OJSPVKOU,"133,102"
LEFQMUDX,133
BTMSQLZD,40
VBMMPDAL,"2,68,133"
MKRZQBQT,2
ABMISWMK,78
TLYNPEZZ,"2,68"
JJTIEWUH,133
RRFEIFUP,68
GMJVEPTK,"68,52,102,15"
BVKYMEQQ,68
GXQZOIQR,"102,133,39,8,120,97"
XHJKUUOO,"102,15"
CVYMAVMP,"40,69,102,52"
MANOBADX,"52,69,102"
TCAYHPKK,"38,104,90,68,133"
FMHGTAEM,40
LOZWUPTK,"2,68,102,15"
TEQOPXGD,100
ASICBFUP,112
PEBJMUPH,"80,102,67"
KPQFTGQD,68
YSLEWNCR,104
TAHHIHGA,"102,116,2,133,97,78"
FVXKHYES,68
XQZKVGHA,"128,15,67"
JYHKBDGW,102
AKCOBVKA,90
DLTAYUHU,52
EZTZTVEI,"102,90,33,40,133"
JHRHMLOI,15
SMHPFJVY,40
ZKGEURME,78
VPUURFFP,68
LJZEBJBD,15
YSHGEFFP,"104,102,87,28,67,13"
SFEWNRFO,102
LOGUWXIF,102
LNCTHNJC,100
PYGVWWZS,"38,123"
SFJTSPIF,102
WEASMLHH,133
SIJQVVMP,40
LEXMWPTK,"2,68,102,15"
JKVPXBME,"40,133"
FXNFHFXO,"104,48,52,102,135"
IRLOJPKL,68
HCTHHTFT,"38,26,102,133,27"
BUMBJPDI,123
WKVQKLHH,68
MQJFUIQR,"1,26,97,51"
DCJNOCVX,20
UZRPFBQT,2
KDFQDXRE,"68,102"
PIEZWUPH,123
XXWKZVKA,"133,102,15"
AGUWYCND,102
FKZPGDCC,"128,102"
DBYJAQCJ,68
AGBKOFGA,"128,15"
BNOAGVKA,"25,40,102"
NVORTCEI,68
GOZHKDKB,"102,15"
UQCEMSOB,78
HGJEHVEI,"104,102,90,68,40"
FAMNIVTI,"2,123,102"
DSQQQHEB,"68,102"
JBUCQGQD,68
FBNAWPKK,"38,104,90,68,133"
ATBEMRJS,"40,52"
FJCHTKRF,"102,87"
FXWOXXYT,102
JGSKKJVY,"128,40,69,102"
KDLDDDAL,48
ADQKWFKM,"68,78,117"
ZIPKQCEI,47
PEBBCEOD,"52,102"
FUJPGUHU,2
KPPXYZTV,52
OXNZOPKK,"68,67"
UEIZGPKK,"68,133,90"
OYHPCPKK,"38,104,90,68,133"
DOJMQIBW,"2,68,104"
FGMUFSBA,"2,48"
GQLZCDMX,15
ABSIZKBS,"100,67"
MKPNOTFT,"38,26,27,102"
JEGWVVRU,58
ITTGXPKK,"38,104,90,68,133"
KIIZHBGU,52
LICDJGCS,"3,102,1,97,118,68,96"
QNBKUGIW,102
TEGRTWBO,"52,2,40,133,13"
NTWHUUOY,102
QKUDOVEI,90
SRGPZBSK,123
QNLCXMVW,"58,104,10,118,78"
MFVVAWUH,"40,102"
DUPAFVEI,"40,133"
PLJWXBQT,40
VOSPIRAH,103
ZLSWCUPH,40
WHWOVFXO,"68,102,15"
VJICNOXJ,47
OLDRWWUH,102
TTXLXRDX,"38,52,102"
GKCUQCJH,"68,8,102"
TUPBPDAL,"68,123"
BJSDNEUL,"68,112"
ETNJLSBA,"49,40,133"
WXHYQVTI,"2,68"
RZCMTNPL,133
QWJFEKBS,67
KCZMCIQQ,133
RBAALVTI,"2,48"
AZJQHSOM,"52,69"
RPKNHVTI,"68,28"
FHYNFAMC,57
LKVBKBRS,78
PZWBRNQN,"2,102,15"
BZZIYHXM,68
HVWLFFYS,133
MLVQKOTL,"48,102,47"
MEYXZVKA,102
QUZNXBME,"40,133"
UHIOVFAU,"13,78"
FPLKZPIF,"52,123,102"
OFHUPHGA,"102,116,2,133,97,78"
CFGXTHGA,"102,116,2,133,97,78"
NASACZLK,"104,68,102"
SQMTOPLS,40
DGQJWEOD,"52,69,102"
MDBECTFT,"38,47"
INNSBPHK,133
FOHWYNPL,"76,102"
QBDFPLHH,"40,47"
QIVSRPTK,"102,2,15,68,22"
LAHCUXGD,100
SDFWWUPH,123
EJACIFXO,68
JKQAQIQR,"102,97,39,8,133"
RLNXBXGD,"133,45"
XHYXBLDC,68
UDSPAPLS,"2,68,133"
OEOKSSVW,78
KSGFABQT,68
MLEMKEWB,"114,133,102"
UVFVODAL,"2,68,40,133"
HRHBJRAM,47
SWDORFUP,"2,68,102,112"
KVOMFVTI,"2,48,32"
JNFCDKOU,"114,15,67"
VFOSSGIW,90
LSCHMXGD,"68,40"
GVXPJHXM,"2,102,78"
ZDFLQWMK,68
TDAEGLSQ,"2,68,40,102"
UDQLYIQR,"39,97,8,102"
MKEMBVTI,40
PEYLTLHH,68
TWGYWCKR,"40,15"
RWWSIWZS,123
HFUZRNCR,102
SAVARPTK,"104,68,15"
BTHSIWUH,104
LWTLOKOU,69
EDWSVSBA,"102,135"
TKMPIHGA,68
WFIVXHEB,120
BOXFFPIF,"114,133,46,102"
IWBSBHVR,"68,40,78"
YAHPXFAG,"68,123"
ISEQHPTK,"104,52,102,15,68"
OGFQPLHH,"68,123"
KCLADMCW,"40,13"
MNLIQSOB,"2,68"
KKXBSDAL,"52,123,102,69,68,32,133,13"
PZYUAFXO,"102,135"
PVJLYNJC,68
CAJMQRDX,"38,102"
XIOEYRME,78
FAOTQXEC,"81,68,19"
ODWNFAEM,102
WIECTBQT,40
VIVSKQXC,"40,133,67"
COPHMIKV,123
LZAYQHXM,"78,102"
NUUSPGDO,78
KZPEYFXO,135
MHBDCDGW,"68,102"
XQGVEMYV,78
LCIXTNSU,102
JOPEWHBS,15
IPSUPWUH,"78,102"
SAOCTICC,68
JAMCMPDU,40
EPKFLZQJ,68
PRFQANPL,"133,116"
PIIJLVEI,102
CALJDIJJ,"40,7"
VRHXJBQT,"116,67"
ZAJFUADX,"16,99"
TAKXCEUL,102
KABKKMME,32
JNXRWXYT,"104,48,116,99,67,74"
NWDIUSBA,"48,133,102"
MRJQTFPE,78
YEIOZCEI,68
JDOZRDAL,"68,69,102"
QKKWXHCU,135
TXXPZNQN,"102,15"
CMCOIOIP,52
XWVJNMGJ,"52,1,97"
IFURAHGW,"68,102"
UOUAKEBY,68
HUSACNJC,"68,78"
DVJKYHVR,40
KXEQAXRE,"133,102"
ELEQYAFG,68
EWDSMUDI,"2,68,15"
KFGTMIFB,"10,68"
IICZMPLS,102
EXRXCPKK,"38,104,90,68,133"
QIBOYIKV,123
QEXJYLKY,"128,51"
KSNZOEUL,68
PKZEHUDX,133
OMEJAIOQ,52
BQGQRUXS,"2,40,133,102"
HQFUIVKA,80
IKHIMXEV,68
MOEGQRME,1
FUGJOLSQ,"48,68,15"
YTGIOUDX,"68,133"
ESDVYHAQ,"128,102"
IAUQZVKA,"133,102"
NBJWPVKA,"2,15"
PADZHXMC,"68,102"
UCRKKKJZ,68
BZJIQZJZ,"40,133"
UIAEYHFB,133
GJQKXNQN,"102,15"
QRUKVJVY,"102,15"
RCWHKJBD,"128,48,102"
OYHRNPTK,"104,68,102,15"
BAGFZGQD,"78,12"
YHJZMMVW,132
VCKXSFUP,112
BPGJHZQJ,2
OAISIMME,"76,133"
YIIKIIWV,"133,90"
FPPDUPIK,123
NGMYWFUP,2
GSNYAPKK,"38,104,90,68,133"
GELQKFXO,"102,135"
POZVEHIS,"13,78"
JITMDKOU,"15,67"
YMHXYSOB,68
ETUTPDFC,"84,102"
NQKEVBME,"132,40,133,102"
ERMLFXGD,"133,102"
NQCAUSEK,"38,104,68,133"
GVWUHQJN,"66,40"
CYTLRLHH,68
SRPDYKPH,"69,102"
BKIEPFUP,68
OTVYXVKA,"68,102,90,15"
VXKXCIQR,"62,102,1,39,8,120,97"
KLPHJTFT,"38,102,26,90,47,133,27"
EJUCEYUQ,"105,40,78"
LHGCSBOE,15
CQKQHHAQ,"108,102,15"
GTTWMEWB,"2,102,90"
LOSMHOYV,"78,102"
WDFGFEQQ,68
MRTRLDAL,"104,123,5,40,13"
DEZCRTHG,133
KXRKXDAL,"68,52"
OZKKIADX,80
QFYQYWMK,68
GTPMREOD,15
XXHVQBQT,67
DDLOSQWI,"30,15"
BEGCQNPL,"68,102,45"
QFBDBPTK,"2,68,15"
YXTVXFFP,"40,102"
EAEWWZIE,"48,40,102,52"
TWIEWRAC,48
DMFWOSDK,68
SAZKLDSN,"133,100"
KEBQVMHZ,"40,7"
ZPBDLBME,"133,102"
FSEPJMCV,"102,85"
DXHCZLHH,68
VHPYLWMK,"68,78"
EELABBQT,68
YBKXJSUS,"102,15"
YMPWCDFS,78
CJOBIXGD,"38,102"
QUUFKOOZ,78
BSERIONO,15
CITOHGQD,123
AAVXGHCU,102
AOJBGDSN,"46,100"
IKDIVFGA,"40,100"
RFNVXFNJ,16
KIXSRNQN,15
ECLWFKOU,"105,40,102,15"
ZOESLTCN,"40,133"
NCOOSQCJ,123
ZFWMGEBY,25
OUDFZTFT,"38,102,26,90,47,133,27"
CBSBARDX,"38,2,102"
RBBJRVKA,"2,115,102"
FSJHBCDA,9
HISPGBME,"29,118"
DUCCGKOU,"133,102"
KSVKZBQT,16
XRTVVLDC,"78,45"
XVXWSYMI,"40,69,52"
WOGCPXGD,"133,102"
GBODMCIN,"41,52,69"
ZBYMVDQX,102
RRRYADAL,"104,123,5,128,67,68,32,13"
MSQUBPAB,"123,5,8"
VQOEDDAL,"104,123,5,128,67,32,13"
HRDDGIWV,"52,102"
XJLUCWMK,68
BCGQBFXO,"48,52,102,135"
SKUXFEWB,"114,68,102"
ZDSTCBRS,"78,102"
UJTAKNQN,2
WFMBITLI,78
GFZNOVDY,"52,102,90,15"
PNZMIMYV,68
NGQQTFIO,15
GDSADFFP,"123,28"
MNBXVUDI,"2,68"
AJYJKHAQ,"105,40,102"
FUMFEOQU,133
DMHYDNPL,"48,15,67"
ITLVRLHH,"68,65"
MMTXMMRN,"133,90"
JSVJMBQT,67
PQBHTFFP,37
SUAWDTUB,68
QDWJBDMX,"102,15"
HQFMZWBO,40
WDLWJIYC,"7,8"
LZSSVIQR,"1,102"
SAZMKZIE,"40,78"
CIHRTPLS,"2,102,90"
MEBUPJYD,68
ORKZQVKA,102
HZIPTBSK,123
NMDDPPTK,"2,68,102,15"
AQPJHPDI,102
GDFLTHGA,"133,78,97"
ZHVGCNQN,"102,15"
FDHKOKTR,"68,94"
FBONEDUC,"68,78"
KHDTCZTV,52
JADUPMZL,68
TVGVYPZC,16
BPAEDMVW,"58,104,102,2,10,132,68,78"
MQYWREOD,"69,68,133,102"
IBYKRVTI,48
EHJVVWUH,"114,102"
PFABJMZL,129
GIIGKNCR,"104,102,15"
PWKBPKGZ,123
YJFGQVKA,"40,102,15"
QDEOMLWC,40
XINHFKRV,2
UZTPKUPH,"40,123"
LHSLDVEI,"2,68,102,15"
BBZKPFGA,40
MRAPPIJJ,68
WIXXPKOU,"2,68,102,15"
TYANASVW,68
QQHFZLSQ,"40,102,52"
EHRNQKDQ,"52,69,102"
NFDRUHGA,"2,97,102,78"
CYWXUPTK,"68,15"
QUARGIQR,"26,102,1,51,78,100"
WKWKKPKK,"38,104,68,133"
KZSBWOXJ,123
SRJDQVEI,"102,2,128,40,133"
XTJRYACP,78
PLJYQXGD,100
ADPAYFXO,"102,135"
ECMAUPLS,"104,48,52,102,90,2,69,114,68,40,133,100"
SYXOSLHH,"68,78,65"
FGETGTEK,102
OQHAJTFT,"38,26,102,90,133,27"
IRVPJQRD,"68,103"
WLJJMIWV,90
ENSKGDAL,"5,13"
HKTGJNPO,"133,45"
UIQXHLDC,78
HTKVDPIF,"102,1,8,120,133"
GBCFCMVW,"58,104,102,128,10,118,78"
PADTKUPH,102
VSHUYPLS,"2,68,40,133"
NAVZLLWC,40
FIMJKBQT,68
LBMGXVTI,"2,48,32"
ZNCYTIFB,68
YUPOAVEI,"104,102,90,114,40,133"
BDRBLXGD,102
UWPDSKOU,"102,15"
ZEWDGMHZ,68
WKUJSFXO,"48,52,102,135"
DUDJCJHH,40
NEBQOHSA,2
HLINMIQR,"62,96,1,97"
ASOTQVKA,"2,115,102,15"
RFKNGZTV,15
TKFRDDGW,"52,69"
ATSWBXMC,"80,102"
WGPVBVKA,"2,133"
GMDVSFUP,102
WMSVZREH,69
LZHGUPTK,"104,68,15"
RQHFAHGA,2
UZOQBRJS,68
TCNNIVRM,78
OTNDFONO,"128,102,15"
LBJFEUPH,123
PFLNCFFP,78
KDRRVSFN,68
RSUIWVEI,"40,133,45"
IZGXQGIW,"52,68,40,133,13"
ODXOISBA,"38,102,135"
DRDRCMVW,"58,104,102,128,10,118,68,78"
EWVIIWUH,"114,102"
DFEZBVTI,"2,123,102"
IZFBNBQT,2
NBZPAVEI,"68,102"
XPMUBAMC,"133,102,100"
XDOAFPJK,123
CZKKXRHB,15
SWHSVRLL,"78,102"
STNZDVEI,"40,90"
PWNNOKOU,"102,114,128,15,67"
MUGIGLVZ,"68,102"
RXCLPRAC,"45,100"
SCCLTDAL,"52,123,102,40,67,68,32"
KIBFFTHG,"68,133"
VTCNXGHE,78
LGFJWVCR,133
ZXUZICND,"42,40"
FDVOPXGD,100
XMEDBYES,68
KUNTYVTI,"2,48,32,104"
BDCOJPAB,21
HGPMJVEI,133
WMJLMNQN,"102,15"
KOHMUTKX,"48,40,102"
HJMUZPKT,15
CUIOIVDY,"102,15"
KGASVXTD,"2,68"
FFSVFVMW,68
JLUDWFUP,"102,112"
MPFRHHFB,"2,68,15"
RRBEYPHK,40
WEKSCPTK,"68,15"
BXIVQKOU,"133,102"
IWNMESUS,"102,15"
XWWBEIQR,"1,26,97"
UVKTHDHC,"68,78"
VUFZCFXO,"102,15"
FJAQWLSQ,"48,40,102"
IODJZFUP,102
LDTFJXGD,133
PKFOOVKA,"102,90"
VTIDFGDO,40
GKLZLEUL,"102,112"
OUKPEDHC,"68,78"
ZACRFDPO,102
IKPSLQCN,"16,68,102"
CPGGMCIW,"68,78,67"
JJJSPDKB,102
RDBEADEV,16
HCPLXQCN,102
BDHCOUJL,"107,1,123"
KKRLDPTK,"2,104,90,15"
GDHUDBQT,133
HHCVEKBS,"104,68"
CGDNLMVW,"58,104,52,102,2,10,132,68,78"
GHEEKSEB,"102,15"
IBKDAGFR,68
ALKNIMVW,"58,104,102,2,128,10,118,68,78"
YVOIPSBA,"38,102,135"
SWFHVBQT,67
BBXOEVEI,15
SSUQZPAB,"40,7"
TSXCTIKV,37
VSFCCKOU,"68,102,15"
ERSZEHAQ,"102,45,90"
VZBAZPIF,123
NHLMRDSN,"139,133,102"
EWNABVTI,"2,48"
QNLPZMZL,48
WFUDUXGD,"68,133"
AVUQCUDI,"2,68,15"
DBSNRVKA,100
FESNXWZS,"104,123"
IABMVVEI,90
GECJVVKA,15
GHZRQTEK,133
KRPFNDFC,40
AZRPKVEI,"40,90,15"
SSTCWXRE,"52,133,102"
TFPUCKJZ,40
KUZYPXGD,102
YNJETVEI,133
ZTKQITKX,"2,40,8,104"
ZBAFRDAL,"104,68,1"
YGRGIVEI,"104,49,90,2,103,40,133"
LNXZZFFP,78
CWTKRLSQ,"2,68,40,102"
IYDXVFPE,40
WPPKLKOU,128
ZXGOYBRS,40
WSKCGNPL,"40,133,102"
OSTMOHGA,"45,68,117"
VSSRUJHH,40
AJKCKVMP,15
KNVQHVCR,"133,123"
KNGQOBQT,78
SYPIUKRF,102
BNGJHZAA,123
BYFEQAMC,74
ZRPKJLBD,15
NYXBPHSA,"2,52,49,102"
MJBLFUFF,"114,2,118,69"
HWLSMSQK,"40,7"
IPCDLKWA,"78,100"
XDZSFLVZ,78
CNICOVMW,2
AEHRLGCS,133
VVHZLPLS,"104,52,102,90,2,69,114,68,40,133"
IXUEPHGA,68
BOZDXBQT,"59,52"
EPQMYSEK,38
BVMQPPKK,"52,102,69,68,133,27"
JCVZTDSN,"133,102"
ATYRAEQQ,67
FGIMVTFT,"38,26,102,47,27"
HLHXHTFT,"38,102,26,90,47,133,27"
EDLKDDKB,68
CDTFSTKX,2
IRAQNJVR,"68,90"
SQIWIBME,102
DMXGFDFS,"68,102"
QKOTGPTK,"2,68,102,15"
FRCQEDAL,"104,5,13"
QXZEIQWI,"102,15"
QCPCRHGW,40
UOHHHNQN,15
BNIIRPTK,"2,15"
KIJQGDAL,"104,68,103,1"
XMMUHLDC,78
RPVNNPIF,"2,47"
NPZVQADX,"16,99,102"
MEMSPZLK,"104,68,102,90"
HSCDPIQR,"26,102,1,51,97,100"
CBSXKCPZ,40
XJBDYSBA,108
QPBHSMCV,"78,85"
UIJPZANS,102
IVHTHHSA,"2,102"
YJUEPRHW,43
RMLIVKDQ,"48,52,69"
HCKBEHGA,"2,68"
REQRMSVW,78
RPIOGMRN,68
FDCFPHXM,2
JMIBWPIF,"1,123,51"
TQALTVKA,"102,15"
YRNGZKBT,52
EMCBEHGA,"102,116,2,133,68,97,78"
HPHVJTCN,102
DOEUTLKY,133
ONWMDHPH,40
FDDEJUPH,"52,69"
JDMVHXMC,"80,102"
VBLTSHIS,45
YWMBXPDI,123
QJVRRLDC,68
VTAZUMHZ,84
PJVQOFUG,90
QXKMFFXO,"52,102"
YCTVISBA,102
HHCENXER,78
MIBGGZIE,"48,40,102"
HYHTNFUP,102
JMEOHHGA,"68,133"
ZMTCJLSQ,"48,102,2,40,78"
CWNWGOXJ,78
ENSXXYSZ,"36,102,47"
RAFFZIFB,102
UXNVTTFT,"38,26,102,90,133,27"
BTTFWBXG,"48,102,2,67,40,133"
DAWAFGCS,68
SAFNJSFN,78
ZKEUJGCS,100
TPCGJEOD,"68,102"
MYFMDRAC,"133,100,67"
MRLKWXDO,"133,102"
BQDPRWUH,102
LNEKCBQT,"40,102"
URVXGJVY,"40,102"
NLJQEDWZ,123
DTSAANQN,"2,15"
UDVUMVEI,"40,32,49,90"
SSIJONQN,"2,49"
KQNUDOOZ,78
SWXRQCIN,52
FJVDWDGW,"133,102"
HYJKIHDU,"9,102"
GUKOLXGD,123
UNLSKCIW,68
CVZJBTEK,"3,102"
OOSTSUOO,"102,15"
SRWTMNPL,68
YRRMRNQN,"68,15"
MBBHDPNE,40
XTPNHWBO,"52,2,40,133,13"
JLUMDUUK,15
PBUSSSMJ,133
MVIUBLSQ,"2,68"
PZJMLUXS,"2,68,102"
UTKCVKOU,"105,40"
FVYPSCEI,78
JODZUDMX,"102,15"
KJZHPFNJ,52
CYCQSCEI,8
TDRLECNX,"133,102"
UYXCQPKK,"2,68,102,90"
VBBHQHGA,"133,102,97,78"
GWSNGIKV,123
XZYUBVKA,"102,90"
LCYDQEWB,"133,102,100,90"
WDFAJMHZ,78
TXAXTFFP,"68,123"
YFQTXZJZ,69
IWZJOVEI,"104,48,49,90,2,103,40,133"
YGKKUZQJ,"69,102,67"
OBETSMME,"40,69"
LTRZSPAB,123
FLMKNXMC,"40,102"
LIVMNTHG,"2,102,100,16"
AASDYJTR,15
AYUWYEUL,112
SCQLAIQR,"39,8,102"
YUNKBUPH,"52,69,40,15,105"
GQAYPPKK,"40,133,102"
FUVEPPTK,"104,102,90,2,15,68"
SNIIOUXR,9
ZFJKDZQU,133
WGVERWMK,"68,78"
