video_id,labels
QKYMVTHG,2
UPEBASEB,"102,15"
YAMKPPTK,"2,15"
LHVVYAOX,121
HNXAUHFB,15
QJSWNZLK,"69,102"
LJYHDVTI,"2,123,102"
JJCESHEB,102
NCQRYBQT,16
VKFEYLSQ,"48,68"
KPZKHBQT,"13,67"
IWLQMJKU,67
TMVGFBCH,"46,78"
SZYXCBQT,68
IQVEBQCN,16
SPDBTPKK,"38,104,90,68,133"
YURAAADX,"40,102"
ERMJSPTK,"68,15"
RHTWAKJZ,41
IHKGUWUH,"13,102"
WKASDFUP,"102,112"
PRPVCKGZ,68
MSGJBUXR,"58,40"
YGYVTGCS,"108,133,102,116"
LTXOMVMP,"2,48"
YAUHNTEK,116
FFEHVEUL,68
QLMOSFUP,"68,102,112"
UDOUCQDT,78
RQIZZHEB,"120,71"
PPSYGIQQ,78
VDDLPXSF,"105,40,102,15"
LKBIOHFB,"133,102"
FBSPPPHK,"40,102"
YARRVSEB,15
DZVXPLDC,"2,68"
NPYNHPLS,"104,40,7"
WRKIFKOU,"68,102,15"
MFVMIJBD,102
AFEODHGA,"2,68,78"
GKAEWJBD,128
LMHUIOIM,94
UIKDKBGG,15
GHRKXHSA,"52,69,102"
ZDRVNGIW,"68,69"
IJHGAMCW,"40,133,13,102"
CKVBKVEI,"40,133,45"
FNCMWVEI,"45,68,40,133,22"
RTWJWPKK,"38,104,102,90,84,67,68,133,46"
NFSYCUIV,52
DSXMEZQJ,"2,67"
KKGFGLHH,"68,102"
CBFJGNPL,"76,102,12"
ZFQODUHU,52
APDOHJVY,"128,40,69,102"
KBSSBAMC,"106,133,102"
OWWAYVEI,"133,102"
TAMFLTFT,"38,26,102,47,27"
WULZTFJY,40
PBKJHREH,"40,133"
NXPTLWRZ,2
ISUMQCKR,15
FAJQYVYK,46
NTPWEVDY,52
XWRQZWMK,78
YSSDLGCS,"104,108,3,102,116,2,133,1,97,118,68,96"
YLFHHZJZ,40
KSKHNCGB,68
AHSAPCNX,45
RHMYAVEI,"68,32,123,102"
JPCBNPKK,"102,84,67,68,46"
DNDSRPKK,"38,68"
KFBVEKDQ,102
RJSLUKGZ,68
NTGAPPKT,"123,102"
VKAYVPTK,"68,102,15"
KPPVQXTD,68
XFGMWAHK,40
OOZRMHAQ,"13,102"
FCWBTPTK,"2,68,15"
GYDKSIFB,"40,7"
VCIVCKGZ,68
ZMOSIDCC,"2,69"
XEAGNXDO,133
SIGAUXGD,"25,135"
OLSEQBME,133
BCAPISEB,"102,15"
NSMFFYES,68
MDKOCIYC,"133,67"
YYNJRBME,"40,133"
VAHATADX,"99,102"
OEAAJPKL,78
QLLLHPTK,"2,68,15"
DHMLCBME,133
UOETEJBD,15
IUEQADQX,9
JKECWMHZ,78
SNGTMMVW,"58,104,102,2,128,10,118,68,78"
XKWASPAB,"68,52,78"
SURBSGQD,68
EDGLWKWA,"133,78"
ZDABRPTK,104
MKFQQMME,"48,102,69,40,133"
DEFBBCIN,8
KVWPRPIF,"114,104"
RSJBFONO,102
HGQXWNQN,68
ZYOXYWZS,"38,49,123"
NAOKLDUC,78
JXDHPUDI,68
LQATAWBO,2
GEDXZJVY,"128,48,40,102"
LRMIPFXO,"102,15"
HJTROIQR,"1,78,51"
UKLFJXMC,68
JZKKQEOD,"2,115"
ITTNBUBE,68
DDBLPLSQ,"40,69,102,52"
VLNTHZQJ,"40,7"
LBRZMUXV,15
JCSYJRAH,"2,68,15"
FWMDENPL,"105,40,15"
ZVUWMMME,40
VAACUFNJ,46
EWZNSXGD,133
DNBGTHGA,"97,78"
UYJBDMZL,48
IJWOIDMX,102
RNCQMRAC,"102,67"
MJPIYIWV,"32,90"
LBCGENPL,49
RMMEHVEI,"2,90"
TUIHSKOU,110
XBQHTUPH,"1,123"
YVZNUDFS,102
DCOUNCJH,"68,78"
CREJWFGA,133
MBPYUUDI,102
GMCLLNQN,"102,15"
MDIRIDUC,78
BDQCHGHA,"102,15"
DHKHRWMK,78
ABKSHVEI,2
HKTKMNQN,"102,15"
TVQAXWBC,100
PWTKGFFP,68
ZKQCMXEC,102
FXTEOGHA,"2,15"
ZLLMRAYR,102
DJCHHEOD,"68,102"
YGWJEVKA,102
WNKUGONO,"102,15"
LLURDHVR,"7,8"
TSNJERLL,"42,120,1"
OTHHZNSU,"133,102"
FGAQAXGD,100
AVFYGFGA,"40,133"
QVZLWTHG,"133,45"
SKLMXBQT,25
RSGJYTKX,40
FWETORAC,"78,100"
AVTZQCJH,"1,102"
YWILZNQN,"2,102,15"
IOZPQVTI,"2,68"
OFHHHSOB,78
ILUAXKOU,"105,40,133,15"
QJTCPPTK,"2,68,102,15"
PCAJBXQD,78
PJWXKONO,"2,48,102,15"
MWHDZPTK,"68,15"
RCMPPPKK,"104,68,90"
GSTNYVMP,"130,133,102"
BNSITKRF,102
WDTZOWMK,68
MIKMJFFP,16
KJEXXPTK,68
BPOROLSQ,"2,68,40"
MHUXCGCS,"108,133"
BCKEXPKL,"68,78"
FQVLGQCN,102
CCUYTCND,"68,78"
TBQVFPIF,"133,102"
QGRYCLHH,"68,65"
AHTCDBME,"40,133"
PGVXPTHG,102
IXJXKEWT,123
JDPDFNQN,"68,15"
YOCWFYSZ,"40,78"
XFCUPNQN,"102,15"
ASHUOMHZ,"58,40,133"
DUNSVMVW,"58,104,102,2,128,10,118,68,78"
NYTQIRGE,28
ETQDSPTK,"102,15"
XPWLLXGD,"120,8"
DULTWXYT,"104,102"
PSGUGQJN,78
BAQDBDKB,"105,40"
JWBDDONO,15
CMRWOAMC,"3,102,139,133,74"
WZZSBRHB,52
HEJEVHGA,"2,68,102"
GKZOUVEI,"2,68,102,15"
ZPJLBFGA,100
AWXXHUDI,"2,68,15"
KWNCRLDC,68
NIAFMNSU,"133,102"
KVUCAMVW,"10,118,102,78"
HZINZJYD,"52,102,78"
BIPFHPTK,"102,15"
RAKGLWBO,"52,40,27,102"
PBIEEFXO,"52,102,135"
QPHKOVKA,"102,15"
REHAVFKM,"68,102"
JDZKXPIF,102
HOLUPGHA,15
YOCIFDAL,"123,69,102"
JLQYOXGD,2
YDUSTXGD,"40,102"
ZUMNESBA,"38,102,67"
VCNXKBGU,"40,52"
LQXXQIFB,"68,40,7,78"
ZFHTHGQD,68
OXHBVGBP,78
ICVSJUIV,"34,31"
LOKDGJYD,68
VFMKXHDU,"13,102,67"
SLPZIUXV,"102,15"
PNODWFFP,123
GGBZNUHU,2
LTXIKJBD,52
MGIPMBQT,16
OGBQZRGE,133
IXUUKVEI,"40,133"
VIFKJXEC,"81,19,102"
PGJPTPKK,"38,104,102,90,84,67,68,133,46"
ZHRGUVEI,"40,102"
OKALBTUB,"68,123"
UDGROTFT,"38,26,47,96,27"
ROENCPDU,102
BWAOGRSU,"2,68"
MNSEDUPH,68
FUFNDLSQ,"40,102"
VHCVAKOU,"133,102"
SOUXORLL,"133,102"
TRCJKGIW,133
EKHVBTEK,2
ZOXYAUPH,123
POKCKFFP,100
IEFDYUDI,"2,103,104"
WYPFBFPE,40
QYJBNHFB,102
YQZFWIQR,"102,97,39,8,133"
QKWPZFJO,67
SKUAIXGD,100
AFDTSGHA,15
XWPUTPKK,"38,104,90,68,133"
QDSHDSBA,"38,102"
HBUWVUDI,"2,68,15"
WXDYDVRM,78
FSYDZBXG,"68,52,133,90"
ZPWHSOIP,52
OEMLRHGA,"48,133,102,90"
AWGEUBXG,68
TQNOFIQR,"1,102"
KVQCADAL,13
JIAPGPKK,"38,133"
LWPKPUOO,"102,15"
DNTICNJC,8
ZIMVGIWV,"133,90"
YBVLLMHZ,21
TMOMTXDO,"91,100"
LWISONCR,"123,15"
CUVFLPKK,"38,104,90,68,133"
NTQFTNJC,"104,68"
MRWGJKOU,"102,15"
IGSGPPKK,"38,68,102"
EPHUVFPE,"68,78"
RFWRZSBA,"49,52,69"
ZAUETOYV,78
TRUANVMP,68
IRHYANQN,"102,15"
OCIXOVKA,"40,80"
BCIVVNPL,"48,102"
ZUEVFEUL,112
WCKZEUDX,"68,52"
BAAOFDFC,133
ZZQUSACP,"68,9,78"
XETSVRAC,"40,78,100"
COHZZKTR,68
CTGQOUOY,"123,28"
JNUAUHGA,"133,78"
TUXZWCIN,"45,40,69,52"
XTJXQKJZ,"41,78"
VHSVBMHZ,40
WRBAIEOD,2
BTASESOM,101
TALOUEUL,"2,68,40,133,74"
IVFKBFUG,"49,102"
YSVMKFYS,"68,52"
WSDDIJBD,"52,102,67"
KGUUSUNV,123
YVMTDPHK,"52,102,99,40,133"
CYYVEBGU,78
LANJKGCS,"104,108,3,102,116,2,68,133"
JHZSACKR,102
QDLEGNPL,133
AXGJKAMC,"106,68,133,102"
HPRUJKOU,"102,110,67"
JHDXRVMW,68
PMUZBEWB,"68,15,90"
DDSMRXFE,52
WOUKMXMC,"40,102"
QRQSOCND,"40,7"
GYCNULKY,68
OMXRNRAC,"2,68,133,78"
HSEWPPTK,"102,2,15,68,22"
BKPNHFXO,102
LDJQNWBC,"26,133,102"
HTKABXGD,40
GYAPZHEB,47
ODTFBMRN,"102,2,68,40,133"
QOFNWPTK,"2,68,102,15"
RYTICPTK,"2,15"
TPURGIQR,"67,1,51"
DRYGBDAL,"104,5,67,32,7,13"
FWLUZHAQ,"68,102"
YRKNOZON,102
RGJADFFP,117
TTYBDUBE,78
KUXLLXGD,47
OPNAPPAB,78
GHSXMNPL,"2,68,133"
NCRQTGEG,58
ETWRRUDI,"2,68,103,104"
CNEAZBLQ,78
RANDCUNV,52
ADMCXIFB,67
ICWOOTFT,"38,102"
FGOACDGW,52
GVOOPNPL,"68,64,15"
LWPMLZIE,"48,102"
PMCQCZQJ,78
DHOWIVMW,68
XISJPIFB,68
MMFHVCIN,40
SSRPYVKA,"128,133,102"
KUEKQMHZ,78
CFRNSFXO,"68,15"
PTZMITLI,68
PHPBJBQT,68
ULXRQFFP,40
AWJEUGCS,"3,118,1,102"
QQKTSNPL,"105,40,15"
EWHTBPLS,"2,68,133"
HIUCLWZS,"104,123"
OXLHSHGA,"97,102,78"
EXJAYEUL,"102,133,1,118,67,97"
IJDFAGQD,"75,133"
DPLNNFUP,2
FAODULHH,68
URDRCJBD,15
QWOMRPDU,40
VSNOSNPL,76
AEDZBNQN,102
OJZVNFGA,15
MZNUXSUS,"48,15"
IKFOUMYV,102
YQNNPFFP,"121,104,123"
CDBZHXAG,102
OBVVZMCW,102
ICJWMKBS,"2,102"
OPPDKSEB,"102,15"
ICCBOFGA,133
FFRFOUJL,123
DNZJRTFT,"38,26,102,90,133,27"
YKOWKPKT,"123,102"
AYQPDSUS,"102,15"
WTOHCNQN,"68,15"
UPQZCEWB,"48,32,135"
IXKMIXGD,"68,133,102,45"
BWJBBXEV,68
CPOVSWBO,"52,102,67,40,27"
JVJEZNPO,"133,99"
QTKEEHVR,"7,8"
YEJZPZYO,"68,90"
YPNDPEUL,"102,112"
XRHKIIQR,"97,39"
BZXTSFUP,78
UEOSPFGA,"68,52"
LSZUBKOU,"105,40,102"
HLPXPQTX,"2,48,68"
XJNQEMVW,"2,68,15"
FHSLEMHZ,68
DEVMHVMS,"104,40"
BEPFPATH,"132,68"
SKCNSPIF,"133,102"
JAEGQADM,"27,78"
YLAQVLSQ,"68,40,102"
JXWWYEWB,90
DQKWWUPH,123
TJFRTPLS,40
EJDNZBME,"40,133"
ZJTLUHDU,"102,67"
FUTKCFFP,"133,67"
IDBXVXGD,61
RRMNMXGD,40
VTGGKLHH,2
CVBPCNPL,"123,5,13"
QETJAPKK,2
BZTPVGJU,"52,78"
FOSYAVMP,15
QFFDPKRF,102
NZGJYVKA,"133,102,15"
OUVXKFXO,"104,102,135"
TMQPZZGK,78
WJPVSPIF,121
ZRXDAYTZ,102
CBHNRDGW,"68,52,102,90"
NQJHSWMK,78
XLCQTUDX,133
ELKBSMHZ,78
OBWEYFFP,"25,68"
ISILSDWZ,123
HMNECYSZ,"84,78,47"
KVJFYHDU,69
XHVGRUDX,"108,133"
RAGUMPTK,"68,102,15"
DFDPNUDI,"104,2,103,15,68"
XRJEELSQ,102
AUVHKKEW,"36,74"
CRHCVATH,102
YLFAQPAB,"58,52,102,69,68,78"
IYNPBZIE,102
SXYONJYD,78
CFTJINQN,"102,15"
ZCJKABXG,133
COQHIFNJ,102
SNDNXLSQ,"40,69,102,52"
KNMOJDCD,11
AANYAVEI,90
PCFJSHGA,"2,133,102,116"
WKLMOHGA,"2,68,133,78,117"
OZAKYZYO,13
TUACKMCW,102
TXRRBKOU,"48,67"
TAJITBQT,57
THPFUXGD,78
KUJLEUOY,"123,15"
AWWWTXRE,"2,68,52,102"
ELHWHYTZ,"104,90"
HXWGSZJZ,15
NVUCQLHH,133
QKMRVNCR,"123,15"
QIBQZFNJ,68
UWNBDZYO,45
GNTNBUOY,"102,28"
EWEMJFXO,"52,102,135"
HIHIFKOU,"2,68,102,15"
ZOKOIPIF,"68,102"
FVDBDPKK,"69,68,133,102"
KXEWODAL,"104,52,123,102,2,69,67,32,68,40"
HTDYSPKK,"2,68"
OLKZYOQU,68
ZPSAOPKK,"38,104,90,68,133"
BHSJGBQT,40
CBGVHHVR,"58,52,2,68,78"
PKEIEFYY,68
UADTPMVW,2
JQPGWPAB,"40,7"
QPQJJDAL,"104,123,2,5,68,13"
WFLUUUJL,"78,102"
LFKVGDQX,102
FFKARJVR,"102,90"
SCNPAKOU,"2,68,102,15"
JVWXVPTK,"68,102,15"
PEQVJSDK,133
RRGUCRAM,58
JGHRBEWB,"40,90"
PFNWIXGD,100
NTBQUTEK,40
COGXKLHH,68
KNUFETHG,2
MGCCUPKK,"68,52,133,27"
ERVMCKOU,"105,102,110,69,15,40,67"
PGBNQZIE,40
PNKNMKDQ,"114,68,133,15"
CQOQXPLS,133
HMIUXVEI,133
DOTDWXSF,"21,52"
IGCBYPTK,2
GWSVHUDX,"51,27"
EHYIXJWU,25
WTQSQFAU,78
NDBMXQJN,"40,46"
JNKUYXEC,102
VEGVHFAG,123
FHIJXFXO,"48,52,102,135"
KXZQYUDX,133
EWGTULKY,102
BFHZZBGG,"102,15"
FWLSYADX,"52,69,102"
NIVOAWBO,102
PTPUHUOY,28
PBGVBPHK,40
ESSIVNQN,"102,15"
DILOTWBC,133
DSEBODAL,"68,133"
USHCKKOU,"2,102,15"
MASCLWTR,78
NAGLMNCR,15
ZFRYCVKA,"103,80"
MUZNRHVR,78
ZKTNMTHG,"2,68"
ACTCTBXG,"104,32"
GFHBXVOG,"68,94"
KROUULSQ,"2,68,40"
LMGSFBQT,69
LRUAJQXC,"40,133,67"
UMNJUKTH,15
CZPHWGJU,"25,4"
RVJHLKJZ,102
DAISLMRN,133
YHBSUFXO,102
QFPOKNPL,68
JSSLPNPL,"68,40,133"
XMACQSFN,"75,78"
HKOZGNPL,"68,15"
RNYEDGIW,68
FBXKHPKK,"104,68"
RCSUSXHP,"52,49,102"
FRINUQTX,"68,49"
HHRKADUC,"68,78"
MAEPFZIE,"48,40,102,52"
CKOGTPHK,"128,40"
FZKUZSOB,68
MUWFMWMK,68
NSQHLBXG,"48,102,2,133,15,40,67"
DNUBQKOU,102
CKBTHTUB,68
YFJFRJBD,"102,15"
PIFGGNQN,"102,15"
BYVXSVYU,"133,45"
KGRLIJVY,"48,40,102"
CPQUDPIF,123
HLJWRADX,"40,80,102"
USUTCUDI,"68,15"
TLXFXFFP,68
IGGVWPTK,"102,2,15,68,22"
VRGEONPL,"14,51"
IXRBUPKK,"38,102,90,84,67,68,133,46"
JUBYGLHH,133
AANKBEOD,2
OOQIHMME,40
TPGTYHAQ,"48,15"
XDIXCJBD,102
ANXTKFGA,"68,52"
OTESKFNJ,16
NUJYIIVA,123
YITDANPL,"2,76"
JPXSGTHG,"68,133"
ZXLQTMVW,"128,2,68,102"
WGFXRSEB,15
IQKVZZQU,"68,133"
VZAPYXDO,"91,100"
GLJJOVMW,78
DBBSWSUS,52
RZFGGDQX,9
XXZDUFGA,"123,28"
ICWFIMYV,"68,78"
JQRZSUDI,"104,102,2,15,68"
SJIALIQR,"1,26,97"
VRNJIMCW,40
WPGHAXGD,25
NDHNKFYS,"68,40,52"
LNRSGQJN,"40,102"
GHGXAEUL,"68,112"
EWAZQLHH,68
OLHAIBGU,9
GVXMBDGW,52
BNMWXMGJ,68
XRBLWDFS,102
AHJSFBLQ,47
YFJXHLSQ,"48,40,102"
PSKMJUHU,"2,133"
INTCVZLK,"52,69,102"
PSTNCNJC,"40,52"
GBMQRIKV,37
RMRGDLHH,68
PWVGJPKK,"38,104,102,84,67,68,46"
RZZRLXEC,19
ORFTKVMW,68
XNKIJSOM,52
CJRCLEUL,"68,112"
FJVDPUXR,"40,78,67"
CMCKZGIW,"68,40,133"
YCHUATHG,"133,67"
BUZQZMCW,102
FQTAZTFT,"38,102,26,90,47,133,27"
EDJPDRYK,"40,78"
VRQPIVMW,78
BGLWVNJC,123
OMHIOZXQ,"102,15"
ZJZUCPTK,"2,68,15"
ZSUBRVEI,"2,32,133,102"
NNVEAXYT,"48,99"
WEIFEEOD,"102,2,69,15,133"
TRPTTPKK,"104,68,133,90"
TBPPPNQN,"2,15"
FJGRDMYV,62
GLQUBXDO,"91,96,1"
JBRANLHH,"68,133,65"
FOKVZPTK,"2,104,15"
HMUUYLDC,68
GNNWBDAL,"52,123,102,69,40,68,32,133"
IXYPJJVY,"48,40,69,102"
WOHPZHCU,"102,15"
XSBOTFXO,102
IPAZUXMC,"78,102"
RBSDDNQN,"102,15"
GTDRXHPH,40
NDGRVGQD,28
FLXTCJIR,102
OATVXFGA,68
HMCENXMC,"40,80"
VHJQPUDX,133
EKVXOKOU,102
GPGTWUJL,123
KLFEGRAC,"40,133,102"
PVTDNUPH,"52,102"
FYPKPPIF,123
DOBAUIKV,68
VVCSMPHK,52
KMSEJXDO,"68,1"
DMOVYNSU,2
RUSJQHAQ,"68,133,102"
HKOPMADX,80
VQIPHKOU,"102,67"
DHADPNQN,"102,15"
REQKYUPH,"80,102"
OLIRKCIN,45
SOFRCKTR,68
RNRBORAC,"68,133"
PQWKGXFE,123
JCQSSHAQ,"68,102"
IVIVYIQR,"26,1,51,78,100"
BVJBKXMC,"40,80,102"
COUCDPIF,102
YNCPOVEI,"102,2,128,68,40,133"
MOGOIXTD,68
UUQJGFNJ,"2,68,133,102"
CUVRJPKK,"38,104,90,68,133"
DIWXIXMC,"80,102"
UJOEAOXJ,"68,78"
GWHFRNQN,"2,68,103"
SYBDUMRN,48
DEKKCIQR,"102,133,1,39,8,120,97"
FMAYWJVR,90
LWUZSFNJ,123
ZPAOTLZD,40
URODSWWK,123
OAXFQZJZ,102
KTSKOACP,78
VTJBJIJJ,"7,8"
WGNSQCJH,"13,68,5,102"
BOIZLDCC,"52,133,102,67"
LXSJMUDX,133
JJSGWXMC,"78,102"
GXRBVJVR,90
RNFDVHGW,"105,40,102"
YEVXEFUG,15
WGSZKTEK,133
XDYHSVKA,"80,78"
QQRNPJVR,"40,102"
KJKMLDAL,69
KOCQUXGD,100
FQXTKIQR,"2,102,100"
CVGDWSBA,"2,68,100"
WUTVGWUH,48
NRKHAYSZ,58
TNUUEPZC,68
OLZZZMVW,"58,104,102,2,10,78"
OIUUIFXO,"48,52,102,135"
HBAWOFXO,102
CZJTMKBT,68
KLIRQVMP,68
LBMGITKX,"128,102"
PYGDTIFB,68
NNGRXHGW,52
WVFKECEI,47
XUWZJFUP,"2,68"
DPXDOVEI,"40,133"
DXFTMQCN,38
RYQOTLDC,21
EUCCEVKA,"68,102,90,15"
GKCGDFFP,68
NHPJMWTR,102
TZBDHPHK,"52,99,102"
JZRJYRME,68
JNAQYMVW,"58,104,102,2,10,68,78"
MXKKVVKA,"128,102"
LOOMNSVW,78
ULEJZUQK,"49,68,133,102"
XCWHMXEC,2
WRRHOHGA,"102,116,133,68,97,78"
ITBLOVKA,"133,102,15"
KRPDXVTI,"2,48,32"
IQKCGFFP,68
FFHAMJVY,"48,40"
OXDOGVTT,"40,12"
VWKDKFNJ,68
XKFONFGA,78
TPGIMHSA,"2,40,52"
CQJDUPLS,"104,52,102,90,2,69,114,68,40,133"
YSDHJFUP,"2,68"
YKLLALHH,102
FFRITFUP,102
WCZFXXFE,"40,7"
YXSMVOOZ,78
BIAXPHFB,15
GGFXUNSU,102
KUSKOKBS,100
LMALYPAB,40
ROWBGWBC,117
JUMUIMME,108
IHOJDUPH,1
FKJGZXGD,133
EJWMUDAL,68
VTVRMMVW,"58,104,52,102,2,128,10,118,132,68,78"
HTAZNUNV,78
TPVRUMYV,68
WFIVLPDI,123
EBTTQZJZ,"114,133"
JYDSMJVY,"48,40,102,67"
OBWUADAL,133
IJZUZLSQ,40
UZBYHMHZ,"102,78"
ZJURCPTK,"68,15"
QHQNNEDF,123
UELGNVMW,78
TKRHSQXC,"133,67"
DOSUNPKL,69
RPTEKGIW,68
TBZVAFGA,"123,28"
SPEALYSZ,"86,78"
CVEAFFPE,68
LEHIJIFB,133
KJPPCVKA,"40,103,80"
WKEBSUOY,"104,102"
RNUURVKA,"103,80"
KYEBNNCR,"104,102,90"
RWNCBHGA,"2,78"
UTRPRMVW,"104,102,128,10,118,68,78"
DBEYWXGD,"104,133"
NZTKCFGA,"123,28"
GTRDAUHU,52
SFKZTSBA,102
SHBTTVYU,2
HYEHCNQN,102
PRPXIDFS,68
WYJZHGCS,133
TCBWEPIF,8
LQTWZYMI,52
OFAOYLBD,68
XSTXRHPH,52
VXWSRXGD,100
EOVXCAOX,"121,123"
EMBXHSPG,"128,102"
CSREEBGU,40
ROYRIGBP,"68,78"
LDUSTOTL,15
FZIYRVEI,"104,48,52,102,2,40,133"
KCXRUWWK,123
HJSCMLHH,133
PJKARXMC,102
LBYGTYMI,52
KIGEQNQN,15
FWARPPTK,"102,15"
CYOHFBQT,"104,68,116"
UDWSMYUQ,"105,40"
CSURELOI,"133,15"
QOLMEFAU,"2,51,78"
HZCZBBQT,2
NMEUIADM,"27,78"
LDFXRPLS,"2,68,133,102"
KWWZJYMI,69
NCWAVLSQ,40
ZBGTOKOU,102
WPNOCWBO,"133,102"
QYEAFVYU,"102,67"
TCZJHBRS,"58,102"
SUGUKFPE,78
PJCXRPKK,"38,104,90,68,133"
IUFBRUOY,102
QNMRXRAC,133
JAUESSOB,78
ORMIPLKI,78
EFQRABXG,"48,67"
BRLYMZLK,"102,15"
DMXFKKOU,"128,15,114,67"
KDKBPWUH,114
QPYFCJBD,102
EPZUAONO,102
KLAHRDCC,"52,102,67"
BOFDQUDX,"40,52"
BERIIXGD,100
RDSNPNQN,"68,15"
ZMVJTFAG,78
ZAKXIFKM,"91,14,78,44"
DPYHSVMP,"52,102,69,15,133"
GMPVBHGA,"102,116,26,2,133,118,51,68,97,78"
OXNEVHGA,"102,116,2,68,133"
KHNFXTLI,78
LMNBVGJU,"6,41"
OHQALLSQ,"68,40,78,102"
BXUYJTFT,"38,26,102,47,27"
AWUDTLVZ,"68,78"
NFXTAVEI,"2,68,40,100"
NOJEHZLK,"40,133"
AZVNLHEB,"96,51"
UVFWSBQT,"84,68"
RHOKQRLL,"25,96,1,51"
YADKQVTI,68
JMHOSXTD,2
BZTRUUBE,78
ZIMHJBQT,68
ECFGJXGD,123
FZDCYNQN,102
NKBPXHGW,"128,102"
VZPTWUDX,38
EJFFJZTV,68
TOGAQUPH,"1,123"
PVZXZZJZ,"133,102"
TSMIWFUP,"102,112"
ZDMMXKBS,100
VSIYKOOZ,78
TSQFQOIM,78
LEQSFKRV,52
VBOQPBQT,102
ZRXTOPTK,"2,68,15"
IYBWTVMW,68
AXFIRNPL,"68,8,102,64"
HXCNUKRF,68
QMLMISEB,"102,15"
XEGRLBQT,125
CACHVSDT,52
JTPOCJVR,"40,133"
ZNZWVYUQ,78
IJJABVEI,"2,68,102"
LVPJORAC,16
IQAXTIQR,"1,26,100,51"
IGSBLVMW,68
IDSJTDSN,133
ECRDXHGA,2
YCZUKGQD,68
BUOSEPKL,78
GAVKQDFS,78
TIBKPLSQ,"128,102"
VUMJWGHA,15
TMPQYDAL,"104,49,123,102,2"
JROWHRYK,78
JNRXVFXO,"104,102,135"
IXEWYOIM,"2,94,68"
CXWXKLHH,"68,65"
CWZGUJVY,"48,40,69,102"
GNYJZBQT,133
XKRAFHGA,78
UUVEWRAH,"2,68,15"
PEAKVDGW,"52,102"
EWFMUPDU,13
LPPNFBXG,"52,133,102"
JKFHTNCR,"102,15"
AKERJNSU,102
CNAFKVEI,68
HPKQLADX,"16,102"
YVEMPHPH,"40,52"
EUYQLPDI,123
QJUKUVEI,"104,48,49,102,2,103,133"
HUUOKMZL,68
RXGNYMME,32
MBAODKBS,"3,118"
HFNLUMVW,"58,104,102,2,128,10,118,68,78"
SNQJKLHH,"81,68"
LNZTHLHH,16
GPVPGAEM,40
HOKKEDAL,"104,123,5,128,67,32,13"
NJBXGBSK,123
JVUBKGHA,15
CVGLTLSQ,"68,40,102"
CCGGQVMP,"13,2,102"
CMSSQPTK,"68,102,15"
ZHHAFLSQ,128
HXSNQSOB,78
RHWOZADX,"40,80,102"
MCPHJVMW,68
OZOUHMHZ,68
BJHOUVCV,68
JTWBUFGA,"128,133"
URPCQHVR,"68,7,1"
XEZSKTEK,133
RKMNFXEV,107
JMGCYFGA,"81,52,133,102"
OMDFBNQN,"102,15"
OVCMAVTI,"2,68"
AHTUHHFB,"68,133,102,15"
NMEWQVTI,"2,48,32"
VCRQNDAL,"2,68"
ERJBYBQT,"8,78"
TOZZMMVW,"132,68,102,15"
MVDCSFGA,133
ZWSLJNQN,"2,49"
INUAWFXO,"104,48,102,135"
AGBKJUDI,"2,15"
CPBPSPIF,121
NUIIJUHU,40
ZEJQYJWU,25
TUXRPKOU,"68,15"
JGYFRSEB,15
FCFQYTFT,"38,26,102,47,27"
QLUJVVEI,40
AMGTAQCJ,1
DTKVPDAL,"2,133,90"
TRWGVGCS,100
RGFLQBQT,40
VXWZGZYO,"40,123,102"
KDEJZUIV,69
JFBHUOOZ,"78,102"
OTEBBQRD,47
MQTEIEWB,"68,45"
RUGCTFGA,"69,45"
GRAYTQJN,"78,45"
USHBBXGD,"1,97"
UTBPVSFN,68
WDJRWKOU,"68,102,15"
FBIMVDFS,"68,102"
HZTURHEB,120
ISNZBQTX,2
LUGOPZYO,"123,45"
HUPRKHSA,90
EEFRKFNJ,40
KDFRCKOU,"102,15"
ASTCFVTI,"2,48,68,104"
CJJBAHSA,68
JZBQJTEK,68
QXXBFONO,"102,15"
VHWNUYTZ,"104,15"
MGKRYOTL,2
MDMOWLHH,78
YQRQCUIV,"33,102"
XIZJOMHZ,78
WXFYYDAL,"52,123,102,2,69,32,133,13"
OLVOJLSQ,"52,102"
JWSVLDAL,"104,123,5,128,67,32,40,7,13"
HYKREVEI,"40,133"
UINOVUDI,"2,68,103,15"
AQGTIZIE,"68,69,102,90"
MGGHGFFP,40
SDDJQFGA,"52,102"
SUYVYFXO,102
CEWQTWSW,102
AKNJGEWB,"32,90"
NECTJDKB,102
IANCBIJJ,78
FRUNOLHH,68
ZGCFQTLI,78
RBNHAONO,"128,15"
OEXDWKEW,100
TMGOWPKT,102
FVVCSEOD,"102,15"
PTLUZLHH,"68,92"
NGRLYAMC,"58,2,8,102"
XGRUQPTK,15
UGHVREQQ,68
BUQKXPTK,"68,102,15"
CMIIIJBD,"102,15"
PUADGDPO,68
FAWVHKOU,"105,102,133,69,15,40,67"
SZSZTIQR,"102,39,8,120,97"
HORONHEB,"120,47"
TUWIVNQN,15
EXFBDQTX,2
EINWCCND,"120,40"
HIXYRQWI,102
DYOGIGEG,"2,68,73"
CIGDSVEI,"48,102,2,69,32,133"
POMTAVKA,"128,2,133,102"
KESILHSA,"2,52,49,102"
FEUEDTKX,"104,102"
SWTMSPIF,"48,102,116,114,133,46"
